iter	Logloss
0	0.4662050013
1	0.4322566496
2	0.4126504656
3	0.3978468268
4	0.3903490386
5	0.3836446311
6	0.3816522417
7	0.3779701555
8	0.3771949373
9	0.374772155
10	0.3734262126
11	0.3726941681
12	0.371135159
13	0.3700510344
14	0.3693810814
15	0.3689112485
16	0.3685566933
17	0.3678616055
18	0.3674227335
19	0.3671272636
